organic,organic_molarity,solvent,solvent_molarity,inorganic_molarity,acid_molarity,alpha_vial_volume,beta_vial_volume,reaction_time,reaction_temperature,crystal_score,objective,default_features,procedure
4-methoxy-phenethylammonium-iodide,1.187810612380628,Gamma-Butyrolactone,8.154405467346399,0.9121140041111074,2.4737490042725763,0.00015,0.00085,18.0,70.0,fine_powder,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.187810612380628, 8.154405467346399, 0.9121140041111074, 2.4737490042725763, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 1.187810612380628 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 8.154405467346399 M
    - Inorganic molarity: 0.9121140041111074 M
    - Acid molarity: 2.4737490042725763 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.5879187208007807,Gamma-Butyrolactone,4.611463234453472,0.4560570020555533,13.428923166051128,0.00015,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5879187208007807, 4.611463234453472, 0.4560570020555533, 13.428923166051128, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.5879187208007807 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 4.611463234453472 M
    - Inorganic molarity: 0.4560570020555533 M
    - Acid molarity: 13.428923166051128 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.9600069954865934,Gamma-Butyrolactone,5.569650296597545,0.3677879048835107,9.894996017090303,0.00015,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.9600069954865934, 5.569650296597545, 0.3677879048835107, 9.894996017090303, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.9600069954865934 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 5.569650296597545 M
    - Inorganic molarity: 0.3677879048835107 M
    - Acid molarity: 9.894996017090303 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.5498492312590226,Gamma-Butyrolactone,4.6050132485523125,0.3751436629811806,13.782315880947207,0.00015,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5498492312590226, 4.6050132485523125, 0.3751436629811806, 13.782315880947207, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.5498492312590226 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 4.6050132485523125 M
    - Inorganic molarity: 0.3751436629811806 M
    - Acid molarity: 13.782315880947207 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.2824461798887093,Gamma-Butyrolactone,9.574054112968328,0.1838939524417553,5.300890723441235,0.00015,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.2824461798887093, 9.574054112968328, 0.1838939524417553, 5.300890723441235, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.2824461798887093 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 9.574054112968328 M
    - Inorganic molarity: 0.1838939524417553 M
    - Acid molarity: 5.300890723441235 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.3177523718693933,Gamma-Butyrolactone,5.618770625060407,0.2427400172231167,13.075530451155046,0.00015,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.3177523718693933, 5.618770625060407, 0.2427400172231167, 13.075530451155046, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.3177523718693933 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 5.618770625060407 M
    - Inorganic molarity: 0.2427400172231167 M
    - Acid molarity: 13.075530451155046 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.7625996517643714,Gamma-Butyrolactone,8.315618582260113,0.0662018228790313,5.830979795785359,0.00015,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.7625996517643714, 8.315618582260113, 0.0662018228790313, 5.830979795785359, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.7625996517643714 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 8.315618582260113 M
    - Inorganic molarity: 0.0662018228790313 M
    - Acid molarity: 5.830979795785359 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.5504625516155359,Gamma-Butyrolactone,8.043392886926299,0.3162975981998193,6.8911579404736045,0.00015,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5504625516155359, 8.043392886926299, 0.3162975981998193, 6.8911579404736045, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.5504625516155359 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 8.043392886926299 M
    - Inorganic molarity: 0.3162975981998193 M
    - Acid molarity: 6.8911579404736045 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,1.4192874395002166,Gamma-Butyrolactone,8.337258866621234,0.5296145830322554,1.7669635744804115,0.00015,0.00085,18.0,70.0,fine_powder,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.4192874395002166, 8.337258866621234, 0.5296145830322554, 1.7669635744804115, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 1.4192874395002166 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 8.337258866621234 M
    - Inorganic molarity: 0.5296145830322554 M
    - Acid molarity: 1.7669635744804115 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.6695809390496814,Gamma-Butyrolactone,11.005798509208107,0.3751436629811807,0.1766963574480407,0.00015,0.00085,18.0,70.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.6695809390496814, 11.005798509208107, 0.3751436629811807, 0.1766963574480407, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.6695809390496814 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 11.005798509208107 M
    - Inorganic molarity: 0.3751436629811807 M
    - Acid molarity: 0.1766963574480407 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.8514784055215592,Gamma-Butyrolactone,10.195887483888084,0.4146870336941597,0.8894111952082604,0.000149,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8514784055215592, 10.195887483888084, 0.4146870336941597, 0.8894111952082604, 0.000149, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.8514784055215592 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 10.195887483888084 M
    - Inorganic molarity: 0.4146870336941597 M
    - Acid molarity: 0.8894111952082604 M
    - Volume in alpha vial: 0.000149 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,1.4905064319045729,Gamma-Butyrolactone,7.892945359915845,0.01471151619534,3.3572307915127824,0.00015,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.4905064319045729, 7.892945359915845, 0.01471151619534, 3.3572307915127824, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 1.4905064319045729 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 7.892945359915845 M
    - Inorganic molarity: 0.01471151619534 M
    - Acid molarity: 3.3572307915127824 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.8095723543458647,Gamma-Butyrolactone,8.64119592342848,0.154470920051074,4.770801651097111,0.00015,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.8095723543458647, 8.64119592342848, 0.154470920051074, 4.770801651097111, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.8095723543458647 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 8.64119592342848 M
    - Inorganic molarity: 0.154470920051074 M
    - Acid molarity: 4.770801651097111 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.6944506170993467,Gamma-Butyrolactone,9.97421194679682,0.5737491316182768,1.7669635744804115,0.00015,0.00085,18.0,70.0,small_crystallites,3,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.6944506170993467, 9.97421194679682, 0.5737491316182768, 1.7669635744804115, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.6944506170993467 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 9.97421194679682 M
    - Inorganic molarity: 0.5737491316182768 M
    - Acid molarity: 1.7669635744804115 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,1.482833215534627,Gamma-Butyrolactone,8.360286163062492,0.1765381943440847,2.1203562893764936,0.00015,0.00085,18.0,70.0,fine_powder,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.482833215534627, 8.360286163062492, 0.1765381943440847, 2.1203562893764936, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 1.482833215534627 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 8.360286163062492 M
    - Inorganic molarity: 0.1765381943440847 M
    - Acid molarity: 2.1203562893764936 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.7819427346918886,Gamma-Butyrolactone,6.385771251810173,0.2206727429301059,9.36490694474618,0.00015,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.7819427346918886, 6.385771251810173, 0.2206727429301059, 9.36490694474618, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.7819427346918886 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 6.385771251810173 M
    - Inorganic molarity: 0.2206727429301059 M
    - Acid molarity: 9.36490694474618 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,1.2326266258440342,Gamma-Butyrolactone,9.642767410622968,0.3457206305905,0.353392714896082,0.00015,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.2326266258440342, 9.642767410622968, 0.3457206305905, 0.353392714896082, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 1.2326266258440342 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 9.642767410622968 M
    - Inorganic molarity: 0.3457206305905 M
    - Acid molarity: 0.353392714896082 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,1.2823626259866012,Gamma-Butyrolactone,7.338526748464084,0.4560570020555533,4.5941052936490685,0.00015,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.2823626259866012, 7.338526748464084, 0.4560570020555533, 4.5941052936490685, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 1.2823626259866012 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 7.338526748464084 M
    - Inorganic molarity: 0.4560570020555533 M
    - Acid molarity: 4.5941052936490685 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.5553758263811708,Gamma-Butyrolactone,4.896157433170509,0.4192782115672021,13.075530451155046,0.00015,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5553758263811708, 4.896157433170509, 0.4192782115672021, 13.075530451155046, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.5553758263811708 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 4.896157433170509 M
    - Inorganic molarity: 0.4192782115672021 M
    - Acid molarity: 13.075530451155046 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,0.9100373350772484,Gamma-Butyrolactone,7.449461025619995,0.2703606453117199,6.49446876712999,0.0001509999999999,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.9100373350772484, 7.449461025619995, 0.2703606453117199, 6.49446876712999, 0.0001509999999999, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 0.9100373350772484 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 7.449461025619995 M
    - Inorganic molarity: 0.2703606453117199 M
    - Acid molarity: 6.49446876712999 M
    - Volume in alpha vial: 0.0001509999999999 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
4-methoxy-phenethylammonium-iodide,1.4171341063388934,Gamma-Butyrolactone,8.266685017758924,0.1618266781487446,2.6504453617206165,0.00015,0.00085,18.0,70.0,fine_powder,2,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.4171341063388934, 8.266685017758924, 0.1618266781487446, 2.6504453617206165, 0.00015, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 4-methoxy-phenethylammonium-iodide
    - Molarity of organic compound: 1.4171341063388934 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 8.266685017758924 M
    - Inorganic molarity: 0.1618266781487446 M
    - Acid molarity: 2.6504453617206165 M
    - Volume in alpha vial: 0.00015 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
Morpholinium Iodide,0.843470016207273,Dimethylformamide,10.919330837170218,0.785834711626779,0.0,0.0005,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.843470016207273, 10.919330837170218, 0.785834711626779, 0.0, 0.0005, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: Morpholinium Iodide
    - Molarity of organic compound: 0.843470016207273 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 10.919330837170218 M
    - Inorganic molarity: 0.785834711626779 M
    - Acid molarity: 0.0 M
    - Volume in alpha vial: 0.0005 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
Morpholinium Iodide,0.7667909238247936,Dimethylformamide,9.926664397427473,0.7143951923879809,2.409495783382379,0.00055,0.00085,18.0,70.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.7667909238247936, 9.926664397427473, 0.7143951923879809, 2.409495783382379, 0.00055, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: Morpholinium Iodide
    - Molarity of organic compound: 0.7667909238247936 M
    - Solvent type: Dimethylformamide
    - Solvent molarity: 9.926664397427473 M
    - Inorganic molarity: 0.7143951923879809 M
    - Acid molarity: 2.409495783382379 M
    - Volume in alpha vial: 0.00055 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
14-Benzene diammonium iodide,1.3129288743393874,Dimethyl sulfoxide,10.511573882656812,0.657843305388747,0.0,0.0005,0.00085,18.0,70.0,large_crystallites,4,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.3129288743393874, 10.511573882656812, 0.657843305388747, 0.0, 0.0005, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 14-Benzene diammonium iodide
    - Molarity of organic compound: 1.3129288743393874 M
    - Solvent type: Dimethyl sulfoxide
    - Solvent molarity: 10.511573882656812 M
    - Inorganic molarity: 0.657843305388747 M
    - Acid molarity: 0.0 M
    - Volume in alpha vial: 0.0005 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
14-Benzene diammonium iodide,1.1935717039448976,Dimethyl sulfoxide,9.555976256960738,0.5980393685352245,2.409495783382379,0.00055,0.00085,18.0,70.0,large_crystallites,4,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.1935717039448976, 9.555976256960738, 0.5980393685352245, 2.409495783382379, 0.00055, 0.00085, 64800.0, 70.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: 14-Benzene diammonium iodide
    - Molarity of organic compound: 1.1935717039448976 M
    - Solvent type: Dimethyl sulfoxide
    - Solvent molarity: 9.555976256960738 M
    - Inorganic molarity: 0.5980393685352245 M
    - Acid molarity: 2.409495783382379 M
    - Volume in alpha vial: 0.00055 ml
    - Volume in beta vial: 0.00085 ml
    - Reaction time: 18.0 hours
    - Reaction temperature: 70.0 °C
    "
Acetamidinium iodide,0.599672811396519,Gamma-Butyrolactone,8.600226511574819,0.3873957732968199,6.856873572610552,0.0002009999999999,0.0007999999999999,16.0,80.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.599672811396519, 8.600226511574819, 0.3873957732968199, 6.856873572610552, 0.0002009999999999, 0.0007999999999999, 57600.0, 80.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: Acetamidinium iodide
    - Molarity of organic compound: 0.599672811396519 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 8.600226511574819 M
    - Inorganic molarity: 0.3873957732968199 M
    - Acid molarity: 6.856873572610552 M
    - Volume in alpha vial: 0.0002009999999999 ml
    - Volume in beta vial: 0.0007999999999999 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 80.0 °C
    "
Acetamidinium iodide,1.393929035673755,Gamma-Butyrolactone,8.917653990512115,0.072675447070483,5.035846187269174,0.0001999999999999,0.0007999999999999,16.0,80.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.393929035673755, 8.917653990512115, 0.072675447070483, 5.035846187269174, 0.0001999999999999, 0.0007999999999999, 57600.0, 80.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: Acetamidinium iodide
    - Molarity of organic compound: 1.393929035673755 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 8.917653990512115 M
    - Inorganic molarity: 0.072675447070483 M
    - Acid molarity: 5.035846187269174 M
    - Volume in alpha vial: 0.0001999999999999 ml
    - Volume in beta vial: 0.0007999999999999 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 80.0 °C
    "
Acetamidinium iodide,2.613782175410469,Gamma-Butyrolactone,7.761947564830861,0.067484343708306,4.63827938301108,0.0001999999999999,0.0007999999999999,16.0,80.0,large_crystallites,4,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.613782175410469, 7.761947564830861, 0.067484343708306, 4.63827938301108, 0.0001999999999999, 0.0007999999999999, 57600.0, 80.0]","
    Vapor Diffusion Crystallization Setup:
    - Organic compound used: Acetamidinium iodide
    - Molarity of organic compound: 2.613782175410469 M
    - Solvent type: Gamma-Butyrolactone
    - Solvent molarity: 7.761947564830861 M
    - Inorganic molarity: 0.067484343708306 M
    - Acid molarity: 4.63827938301108 M
    - Volume in alpha vial: 0.0001999999999999 ml
    - Volume in beta vial: 0.0007999999999999 ml
    - Reaction time: 16.0 hours
    - Reaction temperature: 80.0 °C
    "
