Reactant_1_Name,Reactant_2_Name,Ligand_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV
6-chloroquinoline,Boronic Ester,AmPhos,CsF,THF,25.8106467403461
6-chloroquinoline,Boronic Ester,P(Cy)3,CsF,THF,43.7752308026992
6-chloroquinoline,Boronic Ester,P(o-Tol)3,CsF,THF,5.56346498793106
6-chloroquinoline,Boronic Ester,CataCXium A,CsF,THF,48.3270816076639
6-chloroquinoline,Boronic Ester,SPhos,CsF,THF,46.5878542619352
6-chloroquinoline,Boronic Ester,dtbpf,CsF,THF,19.3010010887499
6-chloroquinoline,Boronic Ester,XPhos,CsF,THF,57.5547947710567
6-chloroquinoline,Boronic Ester,dppf,CsF,THF,26.2076143500747
6-chloroquinoline,Boronic Ester,Xantphos,CsF,THF,3.28342953469326
6-chloroquinoline,Boronic Ester,None,CsF,THF,16.8416654349466
6-chloroquinoline,Boronic Ester,P(tBu)3,K3PO4,THF,30.599503910659
6-chloroquinoline,Boronic Ester,P(Ph)3,K3PO4,THF,16.4097258097076
6-chloroquinoline,Boronic Ester,AmPhos,K3PO4,THF,23.8159236468295
6-chloroquinoline,Boronic Ester,P(Cy)3,K3PO4,THF,37.1568630995484
6-chloroquinoline,Boronic Ester,P(o-Tol)3,K3PO4,THF,6.44764795854343
6-chloroquinoline,Boronic Ester,CataCXium A,K3PO4,THF,46.6536252837742
6-chloroquinoline,Boronic Ester,SPhos,K3PO4,THF,53.7176698377169
6-chloroquinoline,Boronic Ester,dtbpf,K3PO4,THF,18.3132022620615
6-chloroquinoline,Boronic Ester,XPhos,K3PO4,THF,68.3132515465746
6-chloroquinoline,Boronic Ester,dppf,K3PO4,THF,25.5111256911231
6-chloroquinoline,Boronic Ester,Xantphos,K3PO4,THF,3.54059076082544
6-chloroquinoline,Boronic Ester,None,K3PO4,THF,15.1605629013557
6-chloroquinoline,Boronic Ester,P(tBu)3,KOH,THF,44.6338571272874
6-chloroquinoline,Boronic Ester,P(Ph)3,KOH,THF,17.782460577228
6-chloroquinoline,Boronic Ester,AmPhos,KOH,THF,25.2179093318411
6-chloroquinoline,Boronic Ester,P(Cy)3,KOH,THF,46.2136129632182
6-chloroquinoline,Boronic Ester,P(o-Tol)3,KOH,THF,7.62239229987642
6-chloroquinoline,Boronic Ester,CataCXium A,KOH,THF,33.6116801631244
6-chloroquinoline,Boronic Ester,SPhos,KOH,THF,70.6705789591617
6-chloroquinoline,Boronic Ester,dtbpf,KOH,THF,22.1836020480512
6-chloroquinoline,Boronic Ester,XPhos,KOH,THF,79.9376389195338
6-chloroquinoline,Boronic Ester,dppf,KOH,THF,28.721040092551
6-chloroquinoline,Boronic Ester,Xantphos,KOH,THF,4.56206774208026
6-chloroquinoline,Boronic Ester,None,KOH,THF,20.747790263427
6-chloroquinoline,Boronic Ester,P(tBu)3,LiOtBu,THF,52.9510152434429
6-chloroquinoline,Boronic Ester,P(Ph)3,LiOtBu,THF,18.2892233041311
6-chloroquinoline,Boronic Ester,AmPhos,LiOtBu,THF,15.1192034239659
6-chloroquinoline,Boronic Ester,P(Cy)3,LiOtBu,THF,18.5113368883629
6-chloroquinoline,Boronic Ester,P(o-Tol)3,LiOtBu,THF,9.06666542323443
6-chloroquinoline,Boronic Ester,CataCXium A,LiOtBu,THF,30.618049521742
6-chloroquinoline,Boronic Ester,SPhos,LiOtBu,THF,77.1262037718349
6-chloroquinoline,Boronic Ester,dtbpf,LiOtBu,THF,18.223165974597
6-chloroquinoline,Boronic Ester,XPhos,LiOtBu,THF,92.5289663983344
6-chloroquinoline,Boronic Ester,dppf,LiOtBu,THF,31.8491579295088
6-chloroquinoline,Boronic Ester,Xantphos,LiOtBu,THF,3.50718475053777
6-chloroquinoline,Boronic Ester,None,LiOtBu,THF,23.3341547932659
6-chloroquinoline,Boronic Ester,P(tBu)3,Et3N,THF,58.57305324678
6-chloroquinoline,Boronic Ester,P(Ph)3,Et3N,THF,18.1100922253163
6-chloroquinoline,Boronic Ester,AmPhos,Et3N,THF,11.4717514841347
6-chloroquinoline,Boronic Ester,P(Cy)3,Et3N,THF,15.7452155799897
6-chloroquinoline,Boronic Ester,P(o-Tol)3,Et3N,THF,7.29734546571524
6-chloroquinoline,Boronic Ester,CataCXium A,Et3N,THF,33.6974393630585
6-chloroquinoline,Boronic Ester,SPhos,Et3N,THF,76.2244035462949
6-chloroquinoline,Boronic Ester,dtbpf,Et3N,THF,17.9262397210478
6-chloroquinoline,Boronic Ester,XPhos,Et3N,THF,91.7637282185701
6-chloroquinoline,Boronic Ester,dppf,Et3N,THF,24.9842117194858
6-chloroquinoline,Boronic Ester,Xantphos,Et3N,THF,5.14344850139238
6-chloroquinoline,Boronic Ester,None,Et3N,THF,18.4463321075095
6-chloroquinoline,Boronic Ester,P(tBu)3,None,THF,51.1005377742195
6-chloroquinoline,Boronic Ester,P(Ph)3,None,THF,17.4877961134686
6-chloroquinoline,Boronic Ester,AmPhos,None,THF,31.0517660664837
6-chloroquinoline,Boronic Ester,P(Cy)3,None,THF,51.234272779709
6-chloroquinoline,Boronic Ester,P(o-Tol)3,None,THF,6.84288029696772
6-chloroquinoline,Boronic Ester,CataCXium A,None,THF,77.0574012684736
6-chloroquinoline,Boronic Ester,SPhos,None,THF,69.2980458270741
6-chloroquinoline,Boronic Ester,dtbpf,None,THF,19.3177627258165
6-chloroquinoline,Boronic Ester,XPhos,None,THF,84.829543443316
6-chloroquinoline,Boronic Ester,dppf,None,THF,24.2499639701194
6-chloroquinoline,Boronic Ester,Xantphos,None,THF,7.35429088462442
6-chloroquinoline,Boronic Ester,None,None,THF,21.2056780187312
6-chloroquinoline,Boronic Ester,P(tBu)3,NaOH,DMF,25.3391267800029
6-chloroquinoline,Boronic Ester,P(Ph)3,NaOH,DMF,13.3206136403882
6-chloroquinoline,Boronic Ester,AmPhos,NaOH,DMF,11.9300710239763
6-chloroquinoline,Boronic Ester,P(Cy)3,NaOH,DMF,13.9178950610633
6-chloroquinoline,Boronic Ester,P(o-Tol)3,NaOH,DMF,7.67713629354787
6-chloroquinoline,Boronic Ester,CataCXium A,NaOH,DMF,12.2949455798745
6-chloroquinoline,Boronic Ester,SPhos,NaOH,DMF,72.3828332961881
6-chloroquinoline,Boronic Ester,dtbpf,NaOH,DMF,18.4497562460196
6-chloroquinoline,Boronic Ester,XPhos,NaOH,DMF,86.5310085687301
6-chloroquinoline,Boronic Ester,dppf,NaOH,DMF,16.9961315834885
6-chloroquinoline,Boronic Ester,Xantphos,NaOH,DMF,5.26135782679675
6-chloroquinoline,Boronic Ester,None,NaOH,DMF,17.1882076974384
6-chloroquinoline,Boronic Ester,P(tBu)3,NaHCO3,DMF,11.1345906354541
6-chloroquinoline,Boronic Ester,P(Ph)3,NaHCO3,DMF,17.024995491507
6-chloroquinoline,Boronic Ester,AmPhos,NaHCO3,DMF,8.52838747256135
6-chloroquinoline,Boronic Ester,P(Cy)3,NaHCO3,DMF,32.4954010344593
6-chloroquinoline,Boronic Ester,P(o-Tol)3,NaHCO3,DMF,6.25169695439722
6-chloroquinoline,Boronic Ester,CataCXium A,NaHCO3,DMF,21.7912313114325
6-chloroquinoline,Boronic Ester,SPhos,NaHCO3,DMF,46.4988288588876
6-chloroquinoline,Boronic Ester,dtbpf,NaHCO3,DMF,15.4480762420764
6-chloroquinoline,Boronic Ester,XPhos,NaHCO3,DMF,52.9348424626596
6-chloroquinoline,Boronic Ester,dppf,NaHCO3,DMF,24.4595044579894
6-chloroquinoline,Boronic Ester,Xantphos,NaHCO3,DMF,0.583867504427913
6-chloroquinoline,Boronic Ester,None,NaHCO3,DMF,13.3389888127399
6-chloroquinoline,Boronic Ester,P(tBu)3,CsF,DMF,4.29756830533561
6-chloroquinoline,Boronic Ester,P(Ph)3,CsF,DMF,16.3174193822416
6-chloroquinoline,Boronic Ester,AmPhos,CsF,DMF,9.25177884213519
6-chloroquinoline,Boronic Ester,P(Cy)3,CsF,DMF,31.1837712138121
6-chloroquinoline,Boronic Ester,P(o-Tol)3,CsF,DMF,5.96447605163282
6-chloroquinoline,Boronic Ester,CataCXium A,CsF,DMF,21.0209381786324
6-chloroquinoline,Boronic Ester,SPhos,CsF,DMF,56.8578535603396
6-chloroquinoline,Boronic Ester,dtbpf,CsF,DMF,16.62688827567
6-chloroquinoline,Boronic Ester,XPhos,CsF,DMF,47.9799634702394
6-chloroquinoline,Boronic Ester,dppf,CsF,DMF,24.0776255302199
6-chloroquinoline,Boronic Ester,Xantphos,CsF,DMF,0.560305606125589
6-chloroquinoline,Boronic Ester,None,CsF,DMF,12.7573867507533
6-chloroquinoline,Boronic Ester,P(tBu)3,K3PO4,DMF,12.778903211057
6-chloroquinoline,Boronic Ester,P(Ph)3,K3PO4,DMF,15.29332694984
6-chloroquinoline,Boronic Ester,AmPhos,K3PO4,DMF,9.31753002037266
6-chloroquinoline,Boronic Ester,P(Cy)3,K3PO4,DMF,26.2538649893708
6-chloroquinoline,Boronic Ester,P(o-Tol)3,K3PO4,DMF,7.24249243796525
6-chloroquinoline,Boronic Ester,CataCXium A,K3PO4,DMF,20.5848350146786
6-chloroquinoline,Boronic Ester,SPhos,K3PO4,DMF,40.4291945086649
6-chloroquinoline,Boronic Ester,dtbpf,K3PO4,DMF,15.784439073552
6-chloroquinoline,Boronic Ester,XPhos,K3PO4,DMF,40.4565645651837
6-chloroquinoline,Boronic Ester,dppf,K3PO4,DMF,24.7112538420999
6-chloroquinoline,Boronic Ester,Xantphos,K3PO4,DMF,0.595087307513961
6-chloroquinoline,Boronic Ester,None,K3PO4,DMF,0.0
6-chloroquinoline,Boronic Ester,P(tBu)3,KOH,DMF,0.0
6-chloroquinoline,Boronic Ester,P(Ph)3,KOH,DMF,16.1887481233549
6-chloroquinoline,Boronic Ester,AmPhos,KOH,DMF,10.767191562488
6-chloroquinoline,Boronic Ester,P(Cy)3,KOH,DMF,14.0852192885319
6-chloroquinoline,Boronic Ester,P(o-Tol)3,KOH,DMF,7.58361455522154
6-chloroquinoline,Boronic Ester,CataCXium A,KOH,DMF,18.4708108012471
6-chloroquinoline,Boronic Ester,SPhos,KOH,DMF,13.5319907640115
6-chloroquinoline,Boronic Ester,dtbpf,KOH,DMF,18.0450480728185
6-chloroquinoline,Boronic Ester,XPhos,KOH,DMF,10.452581264233
6-chloroquinoline,Boronic Ester,dppf,KOH,DMF,21.854865986212
6-chloroquinoline,Boronic Ester,Xantphos,KOH,DMF,7.37411353086134
6-chloroquinoline,Boronic Ester,None,KOH,DMF,16.5840239696931
6-chloroquinoline,Boronic Ester,P(tBu)3,LiOtBu,DMF,9.53792180377604
6-chloroquinoline,Boronic Ester,P(Ph)3,LiOtBu,DMF,14.9597480080317
6-chloroquinoline,Boronic Ester,AmPhos,LiOtBu,DMF,10.978700781405
6-chloroquinoline,Boronic Ester,P(Cy)3,LiOtBu,DMF,13.095564184075
6-chloroquinoline,Boronic Ester,P(o-Tol)3,LiOtBu,DMF,8.04133501142731
6-chloroquinoline,Boronic Ester,CataCXium A,LiOtBu,DMF,17.2562368352961
6-chloroquinoline,Boronic Ester,SPhos,LiOtBu,DMF,12.3981992071494
6-chloroquinoline,Boronic Ester,dtbpf,LiOtBu,DMF,17.2579179473289
6-chloroquinoline,Boronic Ester,XPhos,LiOtBu,DMF,11.1300801891241
6-chloroquinoline,Boronic Ester,dppf,LiOtBu,DMF,21.355838404611
6-chloroquinoline,Boronic Ester,Xantphos,LiOtBu,DMF,6.47518145704488
6-chloroquinoline,Boronic Ester,None,LiOtBu,DMF,12.2050797469804
6-chloroquinoline,Boronic Ester,P(tBu)3,Et3N,DMF,5.84011060215166
6-chloroquinoline,Boronic Ester,P(Ph)3,Et3N,DMF,15.6966544082588
6-chloroquinoline,Boronic Ester,AmPhos,Et3N,DMF,9.80181803994616
6-chloroquinoline,Boronic Ester,P(Cy)3,Et3N,DMF,13.1332444044815
6-chloroquinoline,Boronic Ester,P(o-Tol)3,Et3N,DMF,8.18523886426928
6-chloroquinoline,Boronic Ester,CataCXium A,Et3N,DMF,16.1204859657885
6-chloroquinoline,Boronic Ester,SPhos,Et3N,DMF,10.7537614552375
6-chloroquinoline,Boronic Ester,dtbpf,Et3N,DMF,17.3942781541442
6-chloroquinoline,Boronic Ester,XPhos,Et3N,DMF,9.90224675884415
6-chloroquinoline,Boronic Ester,dppf,Et3N,DMF,22.8061525274985
6-chloroquinoline,Boronic Ester,Xantphos,Et3N,DMF,7.88061116630647
6-chloroquinoline,Boronic Ester,None,Et3N,DMF,12.9098218911143
6-chloroquinoline,Boronic Ester,P(tBu)3,None,DMF,6.69124874096873
6-chloroquinoline,Boronic Ester,P(Ph)3,None,DMF,15.9272433860581
6-chloroquinoline,Boronic Ester,AmPhos,None,DMF,8.94332020348582
6-chloroquinoline,Boronic Ester,P(Cy)3,None,DMF,15.1547223949761
6-chloroquinoline,Boronic Ester,P(o-Tol)3,None,DMF,10.9182545406988
6-chloroquinoline,Boronic Ester,CataCXium A,None,DMF,19.5335430947473
6-chloroquinoline,Boronic Ester,SPhos,None,DMF,15.418249173578
6-chloroquinoline,Boronic Ester,dtbpf,None,DMF,16.8772032061103
6-chloroquinoline,Boronic Ester,XPhos,None,DMF,8.47463424340721
6-chloroquinoline,Boronic Ester,dppf,None,DMF,24.3001073896368
6-chloroquinoline,Boronic Ester,Xantphos,None,DMF,8.47972125605049
6-chloroquinoline,Boronic Ester,None,None,DMF,13.9691696310488
6-chloroquinoline,Boronic Ester,P(tBu)3,NaOH,MeOH,20.1859356078399
6-chloroquinoline,Boronic Ester,P(Ph)3,NaOH,MeOH,12.8456037208057
6-chloroquinoline,Boronic Ester,AmPhos,NaOH,MeOH,8.81983656269208
6-chloroquinoline,Boronic Ester,P(Cy)3,NaOH,MeOH,21.0690533833327
6-chloroquinoline,Boronic Ester,P(o-Tol)3,NaOH,MeOH,7.45025125131147
6-chloroquinoline,Boronic Ester,CataCXium A,NaOH,MeOH,42.9834041719186
6-chloroquinoline,Boronic Ester,SPhos,NaOH,MeOH,63.0567027454006
6-chloroquinoline,Boronic Ester,dtbpf,NaOH,MeOH,13.9406202290719
6-chloroquinoline,Boronic Ester,XPhos,NaOH,MeOH,58.9724928690913
6-chloroquinoline,Boronic Ester,dppf,NaOH,MeOH,15.368952366778
6-chloroquinoline,Boronic Ester,Xantphos,NaOH,MeOH,1.14247002564213
6-chloroquinoline,Boronic Ester,None,NaOH,MeOH,17.7386177835443
6-chloroquinoline,Boronic Ester,P(tBu)3,NaHCO3,MeOH,21.1987745133346
6-chloroquinoline,Boronic Ester,P(Ph)3,NaHCO3,MeOH,11.9074170090498
6-chloroquinoline,Boronic Ester,AmPhos,NaHCO3,MeOH,12.2049802793206
6-chloroquinoline,Boronic Ester,P(Cy)3,NaHCO3,MeOH,30.4880748110243
6-chloroquinoline,Boronic Ester,P(o-Tol)3,NaHCO3,MeOH,7.67297495504328
6-chloroquinoline,Boronic Ester,CataCXium A,NaHCO3,MeOH,16.2716325438169
6-chloroquinoline,Boronic Ester,SPhos,NaHCO3,MeOH,35.9372787401744
6-chloroquinoline,Boronic Ester,dtbpf,NaHCO3,MeOH,13.1594440400603
6-chloroquinoline,Boronic Ester,XPhos,NaHCO3,MeOH,34.1638218789543
6-chloroquinoline,Boronic Ester,dppf,NaHCO3,MeOH,15.4328565948889
6-chloroquinoline,Boronic Ester,Xantphos,NaHCO3,MeOH,5.37815028599075
6-chloroquinoline,Boronic Ester,None,NaHCO3,MeOH,15.7474954937413
6-chloroquinoline,Boronic Ester,P(tBu)3,CsF,MeOH,23.3940211864483
6-chloroquinoline,Boronic Ester,P(Ph)3,CsF,MeOH,11.677342260852
6-chloroquinoline,Boronic Ester,AmPhos,CsF,MeOH,9.80432992048675
6-chloroquinoline,Boronic Ester,P(Cy)3,CsF,MeOH,18.0669504205091
6-chloroquinoline,Boronic Ester,P(o-Tol)3,CsF,MeOH,8.14930684110489
6-chloroquinoline,Boronic Ester,CataCXium A,CsF,MeOH,21.7651827171444
6-chloroquinoline,Boronic Ester,SPhos,CsF,MeOH,14.3812080003946
6-chloroquinoline,Boronic Ester,dtbpf,CsF,MeOH,16.9109138824936
6-chloroquinoline,Boronic Ester,XPhos,CsF,MeOH,16.1847436904213
6-chloroquinoline,Boronic Ester,dppf,CsF,MeOH,12.6909228440322
6-chloroquinoline,Boronic Ester,Xantphos,CsF,MeOH,3.85756078294583
6-chloroquinoline,Boronic Ester,None,CsF,MeOH,12.0843230526967
6-chloroquinoline,Boronic Ester,P(tBu)3,K3PO4,MeOH,15.69481779376
6-chloroquinoline,Boronic Ester,P(Ph)3,K3PO4,MeOH,12.0430502679999
6-chloroquinoline,Boronic Ester,AmPhos,K3PO4,MeOH,10.0937420858264
6-chloroquinoline,Boronic Ester,P(Cy)3,K3PO4,MeOH,19.3495645498422
6-chloroquinoline,Boronic Ester,P(o-Tol)3,K3PO4,MeOH,5.87430749692781
6-chloroquinoline,Boronic Ester,CataCXium A,K3PO4,MeOH,15.4224792783607
6-chloroquinoline,Boronic Ester,SPhos,K3PO4,MeOH,60.4457773137239
6-chloroquinoline,Boronic Ester,dtbpf,K3PO4,MeOH,14.4413966784056
6-chloroquinoline,Boronic Ester,XPhos,K3PO4,MeOH,51.7529372406415
6-chloroquinoline,Boronic Ester,dppf,K3PO4,MeOH,16.1295131125156
6-chloroquinoline,Boronic Ester,Xantphos,K3PO4,MeOH,7.55598166835026
6-chloroquinoline,Boronic Ester,None,K3PO4,MeOH,14.4106811209717
6-chloroquinoline,Boronic Ester,P(tBu)3,KOH,MeOH,15.3189390984768
6-chloroquinoline,Boronic Ester,P(Ph)3,KOH,MeOH,11.8123470961083
6-chloroquinoline,Boronic Ester,AmPhos,KOH,MeOH,11.199889148643
6-chloroquinoline,Boronic Ester,P(Cy)3,KOH,MeOH,21.4170295948898
6-chloroquinoline,Boronic Ester,P(o-Tol)3,KOH,MeOH,6.27505425888356
6-chloroquinoline,Boronic Ester,CataCXium A,KOH,MeOH,13.2933729352841
6-chloroquinoline,Boronic Ester,SPhos,KOH,MeOH,60.3987888424428
6-chloroquinoline,Boronic Ester,dtbpf,KOH,MeOH,14.5698319881619
6-chloroquinoline,Boronic Ester,XPhos,KOH,MeOH,60.8505861657784
6-chloroquinoline,Boronic Ester,dppf,KOH,MeOH,17.1836017768633
6-chloroquinoline,Boronic Ester,Xantphos,KOH,MeOH,6.85925842616394
6-chloroquinoline,Boronic Ester,None,KOH,MeOH,16.2870326134265
6-chloroquinoline,Boronic Ester,P(tBu)3,LiOtBu,MeOH,17.4330973547232
6-chloroquinoline,Boronic Ester,P(Ph)3,LiOtBu,MeOH,9.2060346046
6-chloroquinoline,Boronic Ester,AmPhos,LiOtBu,MeOH,12.7939614208456
6-chloroquinoline,Boronic Ester,P(Cy)3,LiOtBu,MeOH,23.4474962012335
6-chloroquinoline,Boronic Ester,P(o-Tol)3,LiOtBu,MeOH,8.06715497208743
6-chloroquinoline,Boronic Ester,CataCXium A,LiOtBu,MeOH,21.1761610005137
6-chloroquinoline,Boronic Ester,SPhos,LiOtBu,MeOH,60.0166409624427
6-chloroquinoline,Boronic Ester,dtbpf,LiOtBu,MeOH,16.5615487313444
6-chloroquinoline,Boronic Ester,XPhos,LiOtBu,MeOH,65.5352270099713
6-chloroquinoline,Boronic Ester,dppf,LiOtBu,MeOH,17.7416235342643
6-chloroquinoline,Boronic Ester,Xantphos,LiOtBu,MeOH,8.53318205604855
6-chloroquinoline,Boronic Ester,None,LiOtBu,MeOH,16.4838578206392
6-chloroquinoline,Boronic Ester,P(tBu)3,Et3N,MeOH,15.0548970265397
6-chloroquinoline,Boronic Ester,P(Ph)3,Et3N,MeOH,11.9134249536534
6-chloroquinoline,Boronic Ester,AmPhos,Et3N,MeOH,10.8727308233507
6-chloroquinoline,Boronic Ester,P(Cy)3,Et3N,MeOH,22.1991561321321
6-chloroquinoline,Boronic Ester,P(o-Tol)3,Et3N,MeOH,6.69607059608773
6-chloroquinoline,Boronic Ester,CataCXium A,Et3N,MeOH,23.4421381824155
6-chloroquinoline,Boronic Ester,SPhos,Et3N,MeOH,18.8651287107215
6-chloroquinoline,Boronic Ester,dtbpf,Et3N,MeOH,13.1388937986527
6-chloroquinoline,Boronic Ester,XPhos,Et3N,MeOH,16.2340488604052
6-chloroquinoline,Boronic Ester,dppf,Et3N,MeOH,14.7294368192105
6-chloroquinoline,Boronic Ester,Xantphos,Et3N,MeOH,5.75063336835041
6-chloroquinoline,Boronic Ester,None,Et3N,MeOH,14.210915649871
6-chloroquinoline,Boronic Ester,P(tBu)3,None,MeOH,12.2285007142035
6-chloroquinoline,Boronic Ester,P(Ph)3,None,MeOH,11.6077606719487
6-chloroquinoline,Boronic Ester,AmPhos,None,MeOH,7.19566202823315
6-chloroquinoline,Boronic Ester,P(Cy)3,None,MeOH,15.0517470800588
6-chloroquinoline,Boronic Ester,P(o-Tol)3,None,MeOH,7.86188377642378
6-chloroquinoline,Boronic Ester,CataCXium A,None,MeOH,19.7559419036668
6-chloroquinoline,Boronic Ester,SPhos,None,MeOH,9.61889860611315
6-chloroquinoline,Boronic Ester,dtbpf,None,MeOH,10.8217609211578
6-chloroquinoline,Boronic Ester,XPhos,None,MeOH,10.3080022213509
6-chloroquinoline,Boronic Ester,dppf,None,MeOH,13.6338934880661
6-chloroquinoline,Boronic Ester,Xantphos,None,MeOH,6.73702017075448
6-chloroquinoline,Boronic Ester,None,None,MeOH,15.5312194455369
6-triflatequinoline,Trifluoroborate,None,None,MeCN,13.9813817502571
6-triflatequinoline,Trifluoroborate,P(tBu)3,None,MeCN,7.96618514464345
6-triflatequinoline,Trifluoroborate,P(Ph)3,None,MeCN,12.283464395397
6-triflatequinoline,Trifluoroborate,AmPhos,None,MeCN,7.24593769335972
6-triflatequinoline,Trifluoroborate,P(Cy)3,None,MeCN,5.74548073733737
6-triflatequinoline,Trifluoroborate,P(o-Tol)3,None,MeCN,9.45582157026869
6-triflatequinoline,Trifluoroborate,CataCXium A,None,MeCN,8.70577131696553
6-triflatequinoline,Trifluoroborate,SPhos,None,MeCN,9.45561160805415
6-triflatequinoline,Trifluoroborate,dtbpf,None,MeCN,10.979336965789
6-triflatequinoline,Trifluoroborate,XPhos,None,MeCN,10.6694105270891
6-triflatequinoline,Trifluoroborate,dppf,None,MeCN,15.3439595456848
6-triflatequinoline,Trifluoroborate,Xantphos,None,MeCN,12.1591487850837
6-triflatequinoline,Trifluoroborate,None,NaOH,MeCN,15.1387228001966
6-triflatequinoline,Trifluoroborate,P(tBu)3,NaOH,MeCN,17.903382796436
6-triflatequinoline,Trifluoroborate,P(Ph)3,NaOH,MeCN,16.7577155104904
6-triflatequinoline,Trifluoroborate,AmPhos,NaOH,MeCN,15.5264191505195
6-triflatequinoline,Trifluoroborate,P(Cy)3,NaOH,MeCN,15.4482855869851
6-triflatequinoline,Trifluoroborate,P(o-Tol)3,NaOH,MeCN,16.5799580398529
6-triflatequinoline,Trifluoroborate,CataCXium A,NaOH,MeCN,17.0860943832161
6-triflatequinoline,Trifluoroborate,SPhos,NaOH,MeCN,15.6249280875702
6-triflatequinoline,Trifluoroborate,dtbpf,NaOH,MeCN,18.5577496439466
6-triflatequinoline,Trifluoroborate,XPhos,NaOH,MeCN,16.8336656142609
6-triflatequinoline,Trifluoroborate,dppf,NaOH,MeCN,19.3591027066034
6-triflatequinoline,Trifluoroborate,Xantphos,NaOH,MeCN,15.817425114025
6-triflatequinoline,Trifluoroborate,None,KOH,MeCN,18.170754640549
6-triflatequinoline,Trifluoroborate,P(tBu)3,KOH,MeCN,13.5887462269256
6-triflatequinoline,Trifluoroborate,P(Ph)3,KOH,MeCN,13.2402803955205
6-triflatequinoline,Trifluoroborate,AmPhos,KOH,MeCN,12.0337584598898
6-triflatequinoline,Trifluoroborate,P(Cy)3,KOH,MeCN,12.9696118021582
6-triflatequinoline,Trifluoroborate,P(o-Tol)3,KOH,MeCN,12.549630723454
6-triflatequinoline,Trifluoroborate,CataCXium A,KOH,MeCN,14.2231025963931
6-triflatequinoline,Trifluoroborate,SPhos,KOH,MeCN,8.8268058755857
6-triflatequinoline,Trifluoroborate,dtbpf,KOH,MeCN,11.3796676987372
6-triflatequinoline,Trifluoroborate,XPhos,KOH,MeCN,10.5906782556119
6-triflatequinoline,Trifluoroborate,dppf,KOH,MeCN,16.6853434671347
6-triflatequinoline,Trifluoroborate,Xantphos,KOH,MeCN,10.4207654828931
6-triflatequinoline,Trifluoroborate,None,LiOtBu,MeCN,11.5856308341075
6-triflatequinoline,Trifluoroborate,P(tBu)3,LiOtBu,MeCN,9.69691544956879
6-triflatequinoline,Trifluoroborate,P(Ph)3,LiOtBu,MeCN,16.6562808102567
6-triflatequinoline,Trifluoroborate,AmPhos,LiOtBu,MeCN,13.7568454795212
6-triflatequinoline,Trifluoroborate,P(Cy)3,LiOtBu,MeCN,9.29087016008621
6-triflatequinoline,Trifluoroborate,P(o-Tol)3,LiOtBu,MeCN,10.1114722448411
6-triflatequinoline,Trifluoroborate,CataCXium A,LiOtBu,MeCN,10.1786229144552
6-triflatequinoline,Trifluoroborate,SPhos,LiOtBu,MeCN,9.43287329586196
6-triflatequinoline,Trifluoroborate,dtbpf,LiOtBu,MeCN,14.2051813957515
6-triflatequinoline,Trifluoroborate,XPhos,LiOtBu,MeCN,12.7195477067076
6-triflatequinoline,Trifluoroborate,dppf,LiOtBu,MeCN,14.0083193415379
6-triflatequinoline,Trifluoroborate,Xantphos,LiOtBu,MeCN,11.2831087832879
6-triflatequinoline,Trifluoroborate,None,NaHCO3,MeCN,11.8436960539052
6-triflatequinoline,Trifluoroborate,P(tBu)3,NaHCO3,MeCN,11.5472153593606
6-triflatequinoline,Trifluoroborate,P(Ph)3,NaHCO3,MeCN,15.6064723979092
6-triflatequinoline,Trifluoroborate,AmPhos,NaHCO3,MeCN,13.445608059374
6-triflatequinoline,Trifluoroborate,P(Cy)3,NaHCO3,MeCN,11.6282541939316
6-triflatequinoline,Trifluoroborate,P(o-Tol)3,NaHCO3,MeCN,11.8306017627577
6-triflatequinoline,Trifluoroborate,CataCXium A,NaHCO3,MeCN,15.6800503463876
6-triflatequinoline,Trifluoroborate,SPhos,NaHCO3,MeCN,10.5371402526377
6-triflatequinoline,Trifluoroborate,dtbpf,NaHCO3,MeCN,14.1269721773027
6-triflatequinoline,Trifluoroborate,XPhos,NaHCO3,MeCN,12.7478415502865
6-triflatequinoline,Trifluoroborate,dppf,NaHCO3,MeCN,15.5420342478759
6-triflatequinoline,Trifluoroborate,Xantphos,NaHCO3,MeCN,12.2513383007263
6-triflatequinoline,Trifluoroborate,None,Et3N,MeCN,14.7116515867077
6-triflatequinoline,Trifluoroborate,P(tBu)3,Et3N,MeCN,12.9602971695568
6-triflatequinoline,Trifluoroborate,P(Ph)3,Et3N,MeCN,16.5418183464726
6-triflatequinoline,Trifluoroborate,AmPhos,Et3N,MeCN,12.9683792074711
6-triflatequinoline,Trifluoroborate,P(Cy)3,Et3N,MeCN,10.4134473242587
6-triflatequinoline,Trifluoroborate,P(o-Tol)3,Et3N,MeCN,13.9331516369427
6-triflatequinoline,Trifluoroborate,CataCXium A,Et3N,MeCN,12.9173039172971
6-triflatequinoline,Trifluoroborate,SPhos,Et3N,MeCN,9.89374412916546
6-triflatequinoline,Trifluoroborate,dtbpf,Et3N,MeCN,11.9429670598749
6-triflatequinoline,Trifluoroborate,XPhos,Et3N,MeCN,12.1239115186235
6-triflatequinoline,Trifluoroborate,dppf,Et3N,MeCN,18.5012589116952
6-triflatequinoline,Trifluoroborate,Xantphos,Et3N,MeCN,13.2111938776953
6-triflatequinoline,Trifluoroborate,None,CsF,MeCN,13.1992388672452
