,Name,M1,M2,M3,Support,M1_mol,M2_mol,M3_mol,Temp,Ar_flow,CH4_flow,O2_flow,CT,Performance
6996,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,4.0,4.0,2.0,0.75,13.586905412793875
6997,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,6.0,6.0,3.0,0.5,15.043930081759234
6998,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,8.0,8.0,4.0,0.38,16.109264107038978
6999,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,4.0,4.5,1.5,0.75,15.595259683098591
7000,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,6.0,6.8,2.3,0.5,16.168504672897196
7001,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,8.0,9.0,3.0,0.38,19.403095723014257
7002,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,4.0,4.8,1.2,0.75,15.261427714457108
7003,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,6.0,7.2,1.8,0.5,18.167959949937423
7004,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,8.0,9.6,2.4,0.38,21.057557522123894
7005,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,4.0,5.1,0.9,0.75,14.84893522626442
7006,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,6.0,7.7,1.3,0.5,17.264993678887485
7007,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,8.0,10.3,1.7,0.38,17.57181488203267
7008,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,7.0,2.0,1.0,0.75,17.118404170008017
7009,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,10.5,3.0,1.5,0.5,23.519149730402322
7010,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,14.0,4.0,2.0,0.38,23.6141781231321
7011,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,7.0,2.3,0.8,0.75,20.111863117870723
7012,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,10.5,3.4,1.1,0.5,21.586204013377923
7013,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,14.0,4.5,1.5,0.38,19.19506462984724
7014,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,7.0,2.4,0.6,0.75,20.740006901311247
7015,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,10.5,3.6,0.9,0.5,17.034035087719293
7016,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,14.0,4.8,1.2,0.38,18.73293413173653
7017,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,7.0,2.6,0.4,0.75,18.582530120481923
7018,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,10.5,3.9,0.6,0.5,14.963801652892563
7019,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,800,14.0,5.1,0.9,0.38,13.085825242718446
7020,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,1.5,5.7,2.8,0.75,14.0205835694051
7021,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,2.3,8.5,4.3,0.5,15.460230455075846
7022,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,3.0,11.3,5.7,0.38,16.421064204045738
7023,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,1.5,6.4,2.1,0.75,16.7970218579235
7024,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,2.3,9.6,3.2,0.5,15.561271111111115
7025,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,3.0,12.8,4.3,0.38,18.01339613034623
7026,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,1.5,6.8,1.7,0.75,14.670493300852618
7027,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,2.3,10.2,2.6,0.5,17.84418103448276
7028,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,3.0,13.6,3.4,0.38,18.306892028254293
7029,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,1.5,7.3,1.2,0.75,14.069612711022842
7030,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,2.3,10.9,1.8,0.5,16.702926829268293
7031,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,3.0,14.6,2.4,0.38,14.988062015503877
7032,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,4.0,4.0,2.0,0.75,13.659019118869493
7033,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,6.0,6.0,3.0,0.5,15.684296675191815
7034,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,8.0,8.0,4.0,0.38,18.414315789473683
7035,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,4.0,4.5,1.5,0.75,15.784410888983412
7036,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,6.0,6.8,2.3,0.5,20.059548387096775
7037,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,8.0,9.0,3.0,0.38,19.211883656509695
7038,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,4.0,4.8,1.2,0.75,17.988680792891323
7039,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,6.0,7.2,1.8,0.5,15.457271634615385
7040,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,8.0,9.6,2.4,0.38,15.673659359190555
7041,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,4.0,5.1,0.9,0.75,16.50521739130435
7042,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,6.0,7.7,1.3,0.5,12.46436090225564
7043,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,8.0,10.3,1.7,0.38,14.770898876404495
7044,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,7.0,2.0,1.0,0.75,21.26311111111111
7045,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,10.5,3.0,1.5,0.5,21.41213720316622
7046,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,14.0,4.0,2.0,0.38,16.79123711340206
7047,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,7.0,2.3,0.8,0.75,16.550976958525343
7048,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,10.5,3.4,1.1,0.5,13.87788279773157
7049,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,14.0,4.5,1.5,0.38,8.84351585014409
7050,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,7.0,2.4,0.6,0.75,16.567901234567902
7051,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,10.5,3.6,0.9,0.5,12.410022573363431
7052,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,14.0,4.8,1.2,0.38,10.531940298507466
7053,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,7.0,2.6,0.4,0.75,11.806141414141415
7054,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,10.5,3.9,0.6,0.5,3.9989592760180996
7055,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,775,14.0,5.1,0.9,0.38,3.664313725490196
7056,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,1.5,5.7,2.8,0.75,14.36351515151515
7057,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,2.3,8.5,4.3,0.5,15.161901983663943
7058,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,3.0,11.3,5.7,0.38,17.149218274111675
7059,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,1.5,6.4,2.1,0.75,13.852246891651866
7060,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,2.3,9.6,3.2,0.5,16.029819539514623
7061,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,3.0,12.8,4.3,0.38,14.139872727272728
7062,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,1.5,6.8,1.7,0.75,16.15757575757576
7063,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,2.3,10.2,2.6,0.5,14.103561811505509
7064,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,3.0,13.6,3.4,0.38,12.570512367491164
7065,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,1.5,7.3,1.2,0.75,14.822612456747404
7066,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,2.3,10.9,1.8,0.5,9.973589164785555
7067,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,3.0,14.6,2.4,0.38,9.967914438502675
7068,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,4.0,4.0,2.0,0.75,14.077962373371925
7069,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,6.0,6.0,3.0,0.5,16.660302625723187
7070,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,8.0,8.0,4.0,0.38,16.3875751503006
7071,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,4.0,4.5,1.5,0.75,16.257426900584793
7072,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,6.0,6.8,2.3,0.5,13.056360424028266
7073,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,8.0,9.0,3.0,0.38,9.977394495412844
7074,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,4.0,4.8,1.2,0.75,13.197526501766784
7075,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,6.0,7.2,1.8,0.5,11.978006430868165
7076,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,8.0,9.6,2.4,0.38,12.62119113573407
7077,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,4.0,5.1,0.9,0.75,11.079529411764705
7078,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,6.0,7.7,1.3,0.5,7.939607843137255
7079,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,8.0,10.3,1.7,0.38,9.190542635658915
7080,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,7.0,2.0,1.0,0.75,14.867036328871894
7081,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,10.5,3.0,1.5,0.5,13.581653543307086
7082,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,14.0,4.0,2.0,0.38,8.818854489164085
7083,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,7.0,2.3,0.8,0.75,8.878263888888887
7084,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,10.5,3.4,1.1,0.5,6.464333333333333
7085,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,14.0,4.5,1.5,0.38,6.010236220472442
7086,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,7.0,2.4,0.6,0.75,7.051186046511629
7087,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,10.5,3.6,0.9,0.5,6.5678644067796625
7088,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,14.0,4.8,1.2,0.38,3.146929824561403
7089,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,7.0,2.6,0.4,0.75,7.170434782608697
7090,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,10.5,3.9,0.6,0.5,4.641397849462367
7091,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,750,14.0,5.1,0.9,0.38,3.488268156424581
7092,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,1.5,5.7,2.8,0.75,12.142786421499293
7093,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,2.3,8.5,4.3,0.5,11.605632183908044
7094,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,3.0,11.3,5.7,0.38,9.731441979522184
7095,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,1.5,6.4,2.1,0.75,9.876643073811932
7096,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,2.3,9.6,3.2,0.5,9.06721689059501
7097,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,3.0,12.8,4.3,0.38,6.589746835443036
7098,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,1.5,6.8,1.7,0.75,6.521441647597253
7099,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,2.3,10.2,2.6,0.5,5.167333333333334
7100,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,3.0,13.6,3.4,0.38,5.312830188679244
7101,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,1.5,7.3,1.2,0.75,5.568010752688172
7102,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,2.3,10.9,1.8,0.5,5.332173913043478
7103,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,3.0,14.6,2.4,0.38,1.7670329670329672
7104,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,4.0,4.0,2.0,0.75,9.44584690553746
7105,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,6.0,6.0,3.0,0.5,5.06153846153846
7106,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,8.0,8.0,4.0,0.38,4.9399999999999995
7107,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,4.0,4.5,1.5,0.75,4.470000000000001
7108,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,6.0,6.8,2.3,0.5,2.6343111111111113
7109,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,8.0,9.0,3.0,0.38,2.515094339622641
7110,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,4.0,4.8,1.2,0.75,3.685892116182572
7111,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,6.0,7.2,1.8,0.5,3.1071604938271604
7112,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,8.0,9.6,2.4,0.38,2.3975
7113,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,4.0,5.1,0.9,0.75,3.4883333333333333
7114,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,6.0,7.7,1.3,0.5,1.3998245614035087
7115,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,8.0,10.3,1.7,0.38,0.5691397849462367
7116,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,7.0,2.0,1.0,0.75,2.055902140672783
7117,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,10.5,3.0,1.5,0.5,1.918949579831933
7118,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,14.0,4.0,2.0,0.38,1.0365367965367964
7119,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,7.0,2.3,0.8,0.75,1.46
7120,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,10.5,3.4,1.1,0.5,0.8442424242424242
7121,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,14.0,4.5,1.5,0.38,0.5146
7122,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,7.0,2.4,0.6,0.75,3.3243750000000007
7123,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,10.5,3.6,0.9,0.5,0.8866483516483515
7124,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,14.0,4.8,1.2,0.38,1.671780821917808
7125,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,7.0,2.6,0.4,0.75,0.38873786407766986
7126,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,10.5,3.9,0.6,0.5,0.588029197080292
7127,Mo-Na2WO4/SiO2,Mo,Na,W,SiO2,0.371,0.37,0.185,700,14.0,5.1,0.9,0.38,0.5923728813559324
7128,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,1.5,5.7,2.8,0.75,0.5836233742443672
7129,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,2.3,8.5,4.3,0.5,0.8613901760889713
7130,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,3.0,11.3,5.7,0.38,1.064474272930649
7131,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,1.5,6.4,2.1,0.75,0.7054794520547943
7132,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,2.3,9.6,3.2,0.5,1.095329206527856
7133,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,3.0,12.8,4.3,0.38,1.2974243306169964
7134,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,1.5,6.8,1.7,0.75,0.7519581190301249
7135,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,2.3,10.2,2.6,0.5,1.1104620084001526
7136,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,3.0,13.6,3.4,0.38,1.1263978494623657
7137,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,1.5,7.3,1.2,0.75,1.3236634717784876
7138,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,2.3,10.9,1.8,0.5,1.9939742152466366
7139,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,3.0,14.6,2.4,0.38,1.0960119402985076
7140,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,4.0,4.0,2.0,0.75,0.7128216216216215
7141,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,6.0,6.0,3.0,0.5,1.0729780801209372
7142,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,8.0,8.0,4.0,0.38,1.3020582524271844
7143,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,4.0,4.5,1.5,0.75,0.7693156732891833
7144,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,6.0,6.8,2.3,0.5,1.0883173496076721
7145,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,8.0,9.0,3.0,0.38,1.417906202723147
7146,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,4.0,4.8,1.2,0.75,0.7008366678792288
7147,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,6.0,7.2,1.8,0.5,0.9198723064644851
7148,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,8.0,9.6,2.4,0.38,1.2099585062240668
7149,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,4.0,5.1,0.9,0.75,0.6614107648725213
7150,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,6.0,7.7,1.3,0.5,0.8251788856304983
7151,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,8.0,10.3,1.7,0.38,1.0573477998794454
7152,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,7.0,2.0,1.0,0.75,0.8067594936708862
7153,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,10.5,3.0,1.5,0.5,1.3264362675340513
7154,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,14.0,4.0,2.0,0.38,1.5711523557005915
7155,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,7.0,2.3,0.8,0.75,0.8325479930191972
7156,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,10.5,3.4,1.1,0.5,1.5071280724450191
7157,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,14.0,4.5,1.5,0.38,1.6949032258064516
7158,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,7.0,2.4,0.6,0.75,0.8696027767065175
7159,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,10.5,3.6,0.9,0.5,1.4396215306980655
7160,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,14.0,4.8,1.2,0.38,1.7483731019522775
7161,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,7.0,2.6,0.4,0.75,0.6995027624309392
7162,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,10.5,3.9,0.6,0.5,1.3837110120942073
7163,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,900,14.0,5.1,0.9,0.38,1.5047734734077476
7164,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,1.5,5.7,2.8,0.75,1.0678631519910264
7165,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,2.3,8.5,4.3,0.5,1.594535082715345
7166,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,3.0,11.3,5.7,0.38,2.054424195424583
7167,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,1.5,6.4,2.1,0.75,0.9672147651006713
7168,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,2.3,9.6,3.2,0.5,1.5258941552776968
7169,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,3.0,12.8,4.3,0.38,2.043458110516934
7170,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,1.5,6.8,1.7,0.75,0.9606825938566554
7171,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,2.3,10.2,2.6,0.5,1.365873959571938
7172,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,3.0,13.6,3.4,0.38,1.5984174404521598
7173,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,1.5,7.3,1.2,0.75,1.453647450110865
7174,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,2.3,10.9,1.8,0.5,1.7639150943396227
7175,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,3.0,14.6,2.4,0.38,1.5807213930348254
7176,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,4.0,4.0,2.0,0.75,1.2157776948899663
7177,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,6.0,6.0,3.0,0.5,1.6772513703993734
7178,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,8.0,8.0,4.0,0.38,1.8435748218527315
7179,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,4.0,4.5,1.5,0.75,1.1811384876805437
7180,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,6.0,6.8,2.3,0.5,1.6707918067869154
7181,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,8.0,9.0,3.0,0.38,1.7927205882352941
7182,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,4.0,4.8,1.2,0.75,1.13678612716763
7183,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,6.0,7.2,1.8,0.5,1.2809870550161813
7184,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,8.0,9.6,2.4,0.38,1.565332782141381
7185,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,4.0,5.1,0.9,0.75,0.9206386861313868
7186,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,6.0,7.7,1.3,0.5,1.467058823529412
7187,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,8.0,10.3,1.7,0.38,1.56
7188,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,7.0,2.0,1.0,0.75,4.439117587939698
7189,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,10.5,3.0,1.5,0.5,11.210901994796183
7190,Pd-Na2WO4/SiO2,Pd,Na,W,SiO2,0.371,0.37,0.185,850,14.0,4.0,2.0,0.38,16.604471380471377
