custom_id,winner_idx,loser_idx,llm_choice,true_winner,llm_correct
q_009000,4611,5667,B,A,False
q_009001,239,10691,A,A,True
q_009002,8553,9021,A,A,True
q_009003,5782,2187,B,B,True
q_009004,12581,9804,A,A,True
q_009005,1663,7854,A,A,True
q_009006,3499,10003,B,B,True
q_009007,9266,5850,A,A,True
q_009008,100,6731,B,B,True
q_009010,5831,11769,B,A,False
q_009011,5051,10088,B,B,True
q_009012,12226,10093,A,A,True
q_009013,3590,5231,A,A,True
q_009015,2709,2385,A,A,True
q_009016,4891,10240,A,B,False
q_009017,6973,9610,B,B,True
q_009018,1577,7597,A,A,True
q_009019,1465,4083,A,A,True
q_009020,9553,11171,B,A,False
q_009021,7484,3541,A,A,True
q_009022,7601,9886,A,A,True
q_009024,11765,10917,B,B,True
q_009025,4066,11148,A,B,False
q_009026,12383,9691,B,A,False
q_009027,1550,9727,B,B,True
q_009028,6992,7512,A,B,False
q_009029,1534,1452,A,B,False
q_009030,3556,2908,B,A,False
q_009031,3815,7775,A,A,True
q_009032,6809,8210,A,A,True
q_009033,5479,7431,B,B,True
q_009034,3169,10987,B,B,True
q_009035,3793,6837,A,A,True
q_009036,1084,7843,A,B,False
q_009037,6153,9697,B,A,False
q_009038,1162,12456,A,A,True
q_009039,3116,8436,A,A,True
q_009040,7202,9321,A,A,True
q_009041,1077,10823,A,B,False
q_009042,6905,5871,A,B,False
q_009043,2059,5258,A,A,True
q_009044,12180,2989,A,A,True
q_009045,9827,10344,B,B,True
q_009046,12176,11781,A,A,True
q_009047,781,10807,B,B,True
q_009048,5218,8595,A,B,False
q_009049,6126,9318,B,B,True
q_009050,387,3276,A,A,True
q_009051,6499,7088,A,B,False
q_009052,601,11890,B,A,False
q_009053,2510,9202,A,A,True
q_009054,12284,10636,A,B,False
q_009056,9157,10672,A,A,True
q_009057,952,2978,B,B,True
q_009058,771,12629,A,A,True
q_009059,472,6998,B,A,False
q_009060,8570,10225,A,A,True
q_009061,7288,9792,B,B,True
q_009062,8127,8772,B,B,True
q_009063,1975,4029,B,A,False
q_009064,7769,11708,B,A,False
q_009065,8310,10275,A,A,True
q_009066,6209,10893,A,B,False
q_009067,6118,11422,A,A,True
q_009068,1817,6376,B,B,True
q_009069,3715,6393,A,B,False
q_009070,616,1454,A,B,False
q_009071,1144,2090,A,A,True
q_009072,259,10692,A,A,True
q_009073,8465,5205,A,A,True
q_009074,8200,5322,B,A,False
q_009075,10999,11201,B,A,False
q_009076,8923,9708,B,B,True
q_009077,1797,5080,A,B,False
q_009078,1272,4425,B,A,False
q_009079,1377,4652,A,B,False
q_009080,11701,10542,B,B,True
q_009081,619,12512,B,B,True
q_009082,6355,2381,A,A,True
q_009083,376,6349,A,A,True
q_009084,5256,10779,A,A,True
q_009085,12575,4350,B,B,True
q_009086,5166,8688,B,A,False
q_009088,1835,4820,B,A,False
q_009089,11783,4517,B,B,True
q_009090,2051,6665,B,B,True
q_009091,3492,6312,A,B,False
q_009092,6223,8959,A,B,False
q_009093,3897,12453,B,B,True
q_009094,2617,12237,B,B,True
q_009095,3205,6132,A,B,False
q_009096,1604,11169,B,B,True
q_009097,2786,9221,A,B,False
q_009098,4433,5867,B,B,True
q_009099,3605,6077,A,B,False
q_009100,2785,7166,B,B,True
q_009101,896,2915,B,A,False
q_009102,3978,6050,B,A,False
q_009103,7906,8682,B,B,True
q_009104,3538,2986,A,B,False
q_009105,20,9655,B,A,False
q_009106,6062,6014,A,A,True
q_009107,8587,12318,B,B,True
q_009108,3020,4383,A,B,False
q_009109,3181,10706,B,B,True
q_009110,1960,6228,A,A,True
q_009111,1095,9480,B,B,True
q_009112,8960,10947,A,B,False
q_009113,2687,9781,B,B,True
q_009114,1760,6584,A,B,False
q_009115,6756,9201,A,A,True
q_009116,5044,9985,B,B,True
q_009117,311,3273,A,A,True
q_009118,7917,4671,A,A,True
q_009120,2346,8226,B,B,True
q_009121,12581,9591,B,B,True
q_009122,163,12675,B,B,True
q_009123,3083,4545,B,B,True
q_009124,121,6453,A,A,True
q_009125,840,3484,A,B,False
q_009126,12434,11132,B,B,True
q_009127,6465,10337,A,B,False
q_009128,1255,4302,A,A,True
q_009129,2038,12417,A,A,True
q_009130,7096,7160,A,A,True
q_009132,1148,12482,B,B,True
q_009133,2017,9594,B,B,True
q_009134,575,2692,A,B,False
q_009136,8051,10627,A,A,True
q_009137,7036,11457,A,A,True
q_009138,11712,7297,B,A,False
q_009139,690,7318,A,A,True
q_009140,7957,6369,A,B,False
q_009141,8106,3855,A,A,True
q_009142,1096,7587,A,A,True
q_009143,9165,11135,B,A,False
q_009144,7080,10496,B,B,True
q_009145,2068,8946,B,B,True
q_009146,6180,8944,B,A,False
q_009147,1908,4628,A,A,True
q_009148,1016,5553,B,B,True
q_009149,11528,10783,B,B,True
q_009150,5603,10699,B,A,False
q_009151,2422,4094,B,B,True
q_009152,3725,3908,B,B,True
q_009153,658,10436,B,B,True
q_009154,11651,12009,A,A,True
q_009155,1058,1005,A,B,False
q_009156,2783,10592,B,A,False
q_009157,5814,6216,B,B,True
q_009158,4550,7501,B,A,False
q_009159,507,957,B,A,False
q_009160,4182,8645,A,A,True
q_009161,8614,9905,B,A,False
q_009162,3184,8421,B,B,True
q_009163,10046,11001,A,A,True
q_009164,4577,12021,A,A,True
q_009165,169,10798,B,B,True
q_009166,1384,9463,A,A,True
q_009167,12468,10292,A,A,True
q_009168,5153,8571,B,A,False
q_009169,8539,12468,B,B,True
q_009170,6887,10023,B,B,True
q_009171,385,9772,B,B,True
q_009172,907,3970,A,A,True
q_009173,6426,9212,A,A,True
q_009174,802,5404,B,B,True
q_009175,12696,11597,A,B,False
q_009176,922,2113,A,A,True
q_009177,8180,10128,A,A,True
q_009178,2342,10679,B,A,False
q_009179,6421,11226,B,B,True
q_009180,10211,10824,A,A,True
q_009181,2991,11242,B,B,True
q_009182,9331,11076,A,A,True
q_009183,6312,8995,A,A,True
q_009184,4938,12339,A,A,True
q_009185,3716,9273,A,A,True
q_009186,437,11025,A,B,False
q_009187,2576,2850,A,B,False
q_009188,5267,5128,B,A,False
q_009189,2685,6512,A,A,True
q_009190,1683,4965,A,A,True
q_009191,12428,4740,B,B,True
q_009192,7614,11042,A,A,True
q_009193,5522,4186,B,B,True
q_009194,2732,12564,B,B,True
q_009195,2261,2310,A,A,True
q_009196,4943,11636,A,B,False
q_009197,4211,10740,B,B,True
q_009198,160,6042,B,B,True
q_009199,5049,8958,A,A,True
q_009200,5773,8221,A,A,True
q_009201,7918,4209,A,A,True
q_009202,4303,9455,A,B,False
q_009203,3020,11728,B,A,False
q_009204,8177,9527,A,B,False
q_009205,1628,12536,A,A,True
q_009206,4664,8819,B,B,True
q_009207,1430,8281,A,A,True
q_009208,4642,11039,A,B,False
q_009209,7948,8894,A,A,True
q_009210,513,9475,A,A,True
q_009211,1383,4089,B,B,True
q_009212,2381,11914,A,A,True
q_009213,12201,10891,A,A,True
q_009214,7490,11365,B,B,True
q_009215,2767,3546,A,A,True
q_009216,3517,9121,B,A,False
q_009218,1341,2582,A,A,True
q_009219,12367,10868,A,B,False
q_009220,1943,7610,B,A,False
q_009221,4671,10980,A,B,False
q_009222,269,5474,A,B,False
q_009223,3858,4357,A,B,False
q_009224,934,4865,B,B,True
q_009225,1507,8579,B,A,False
q_009226,7716,9166,A,A,True
q_009227,8392,5934,A,B,False
q_009228,12684,10291,A,A,True
q_009229,4558,4105,B,B,True
q_009230,3506,7009,B,A,False
q_009231,3643,10457,B,A,False
q_009232,7399,4452,A,B,False
q_009233,1728,8013,A,A,True
q_009234,6050,9371,A,B,False
q_009235,6979,11180,B,B,True
q_009236,4049,7071,B,B,True
q_009237,5675,7911,A,B,False
q_009238,1666,8178,A,A,True
q_009239,6508,9902,A,B,False
q_009240,572,3598,A,A,True
q_009241,2736,8851,B,B,True
q_009242,2656,8231,A,A,True
q_009243,5878,11926,B,A,False
q_009244,970,9570,A,A,True
q_009245,8115,8751,B,B,True
q_009246,6126,11709,A,A,True
q_009247,8432,11430,A,A,True
q_009248,4415,6435,A,A,True
q_009249,1389,85,A,A,True
q_009250,8060,7383,B,B,True
q_009251,7915,8877,B,B,True
q_009252,3524,8447,B,B,True
q_009253,3331,10793,A,A,True
q_009254,11053,9105,B,B,True
q_009255,4204,6884,A,A,True
q_009256,2671,6059,B,B,True
q_009257,1415,2479,A,B,False
q_009258,2266,4133,A,B,False
q_009259,292,3367,A,A,True
q_009260,4648,9099,B,B,True
q_009261,192,3468,A,A,True
q_009262,616,1927,B,B,True
q_009263,2010,5682,A,A,True
q_009264,7924,4143,A,A,True
q_009265,252,4141,A,A,True
q_009266,6779,8004,A,A,True
q_009267,1682,3446,A,A,True
q_009268,8944,10206,A,A,True
q_009269,7105,8241,B,A,False
q_009270,12199,1059,A,B,False
q_009271,674,5086,B,A,False
q_009272,1782,10840,B,B,True
q_009273,4324,12462,B,B,True
q_009274,839,7529,A,B,False
q_009275,10275,8764,A,B,False
q_009276,2182,4757,B,A,False
q_009277,1865,2234,A,B,False
q_009278,2985,12448,B,B,True
q_009279,2807,5296,A,B,False
q_009280,6952,9791,A,A,True
q_009281,2550,5476,A,A,True
q_009282,1576,11799,A,A,True
q_009283,11,4601,B,B,True
q_009284,203,2963,A,B,False
q_009285,6020,6297,A,A,True
q_009286,1412,5515,B,A,False
q_009287,494,8512,A,B,False
q_009288,1283,4441,B,A,False
q_009289,8144,3468,B,B,True
q_009290,4861,7259,B,A,False
q_009291,12640,4537,A,A,True
q_009292,7762,8788,A,B,False
q_009293,11669,8959,A,A,True
q_009294,2442,11803,B,B,True
q_009295,3678,2733,A,B,False
q_009296,10316,9540,A,B,False
q_009297,3938,10615,B,A,False
q_009298,12652,10784,A,A,True
q_009299,12254,5892,B,B,True
q_009300,2552,10044,B,B,True
q_009301,3745,10729,B,B,True
q_009302,6994,8826,A,A,True
q_009303,10199,9970,A,A,True
q_009304,3703,5746,A,B,False
q_009305,1604,10335,A,A,True
q_009306,8654,8919,A,B,False
q_009307,1581,6236,A,A,True
q_009308,8428,10949,B,A,False
q_009309,1115,5295,A,B,False
q_009310,8690,10057,A,A,True
q_009311,9989,11055,B,A,False
q_009312,512,5176,B,B,True
q_009313,5178,11208,A,B,False
q_009314,1409,6569,A,B,False
q_009316,12624,11173,B,B,True
q_009317,7963,7297,B,A,False
q_009318,5727,3495,A,B,False
q_009319,1978,5552,B,A,False
q_009320,1423,3672,A,A,True
q_009321,1113,8718,A,A,True
q_009322,9485,10441,B,A,False
q_009323,11644,12499,A,A,True
q_009324,3517,5181,B,B,True
q_009325,3108,5778,A,B,False
q_009326,2075,8690,B,B,True
q_009327,1056,6492,B,B,True
q_009328,1772,5564,B,B,True
q_009329,8479,7361,A,A,True
q_009330,2666,1326,A,A,True
q_009331,1462,5191,A,A,True
q_009332,8152,5899,B,B,True
q_009333,9395,10303,B,A,False
q_009334,6622,11924,A,A,True
q_009335,4324,8238,B,A,False
q_009336,3023,4978,A,B,False
q_009337,6274,11116,A,B,False
q_009338,9059,8809,A,B,False
q_009339,6713,3477,B,B,True
q_009340,3045,8706,B,A,False
q_009341,2001,12132,A,B,False
q_009342,856,5706,B,A,False
q_009343,11574,3894,A,A,True
q_009344,12613,9207,A,A,True
q_009345,443,1423,B,A,False
q_009346,3242,10886,A,B,False
q_009347,3573,4686,B,A,False
q_009348,460,12168,B,A,False
q_009349,6566,8388,A,B,False
q_009350,3279,8616,A,A,True
q_009351,1808,11689,B,B,True
q_009352,486,1499,A,A,True
q_009353,1415,10375,A,A,True
q_009354,5195,10555,A,B,False
q_009355,1682,4911,A,A,True
q_009356,548,8933,A,A,True
q_009357,986,11260,B,B,True
q_009358,12293,10024,B,A,False
q_009359,4805,11113,A,A,True
q_009360,2360,9109,A,B,False
q_009361,3445,11997,B,A,False
q_009362,1734,11934,A,B,False
q_009363,592,7750,B,B,True
q_009364,4344,6589,A,A,True
q_009365,4522,9658,A,B,False
q_009366,8268,4315,A,A,True
q_009367,7909,9367,B,B,True
q_009368,142,9838,A,A,True
q_009369,12667,5206,A,B,False
q_009370,4191,10972,A,B,False
q_009371,4420,10111,A,A,True
q_009372,308,10862,A,A,True
q_009373,3627,12126,B,A,False
q_009374,780,3564,A,A,True
q_009375,3434,5757,B,A,False
q_009377,6480,10884,B,A,False
q_009378,9990,9832,B,A,False
q_009379,9205,9258,A,A,True
q_009380,66,8974,A,A,True
q_009381,2014,5993,A,B,False
q_009383,3107,10113,A,A,True
q_009384,5398,9556,A,B,False
q_009385,7408,9238,B,B,True
q_009386,1122,10096,A,A,True
q_009387,1903,10858,A,A,True
q_009388,5461,9443,A,A,True
q_009389,5082,11032,A,A,True
q_009390,4863,10487,B,B,True
q_009391,5422,8496,B,A,False
q_009392,7463,5331,A,A,True
q_009393,2244,5085,A,B,False
q_009394,2138,7520,B,B,True
q_009395,2483,6080,A,A,True
q_009396,3015,10102,A,A,True
q_009397,6669,9981,B,B,True
q_009398,650,11291,B,B,True
q_009399,11889,9857,B,A,False
q_009400,6074,10116,B,B,True
q_009402,5733,12455,A,A,True
q_009403,1002,5646,A,A,True
q_009404,11897,9701,A,B,False
q_009406,11720,11164,B,B,True
q_009407,8316,4747,B,B,True
q_009408,3281,11673,A,A,True
q_009409,1701,4711,B,B,True
q_009410,11381,10707,B,B,True
q_009411,3773,5415,A,A,True
q_009412,4448,10334,B,B,True
q_009413,1099,4282,B,A,False
q_009414,12096,6364,A,B,False
q_009415,5437,5915,A,B,False
q_009416,5576,6081,A,B,False
q_009417,2126,8178,B,A,False
q_009418,939,7062,B,A,False
q_009419,4401,6876,A,A,True
q_009420,4817,5975,A,B,False
q_009421,2087,10083,B,B,True
q_009422,12637,5876,B,B,True
q_009423,3125,6242,B,B,True
q_009424,3335,12354,B,B,True
q_009425,7775,5853,B,B,True
q_009426,7617,5536,A,B,False
q_009427,6934,11450,B,B,True
q_009428,12271,5588,B,B,True
q_009429,1406,7203,A,A,True
q_009430,812,6576,A,A,True
q_009431,2462,1951,A,A,True
q_009432,10802,11029,A,B,False
q_009433,6737,4380,A,A,True
q_009434,5350,11728,A,B,False
q_009435,7502,3499,B,B,True
q_009436,2070,735,B,A,False
q_009437,6437,7993,A,A,True
q_009438,1852,4398,A,A,True
q_009439,1888,4737,A,A,True
q_009440,5316,3987,B,A,False
q_009441,2804,5677,A,B,False
q_009442,1661,2367,A,A,True
q_009443,8341,6900,A,A,True
q_009444,9634,9481,B,B,True
q_009446,3570,12281,A,A,True
q_009447,2003,7782,A,A,True
q_009448,8603,9823,A,B,False
q_009449,892,10277,B,B,True
q_009450,6963,9752,A,B,False
q_009451,4276,5486,A,B,False
q_009452,8239,9023,B,B,True
q_009453,11627,10219,B,B,True
q_009454,3181,12576,B,B,True
q_009455,2457,3294,A,A,True
q_009456,757,6057,A,A,True
q_009457,7690,11135,B,A,False
q_009458,8041,9835,A,B,False
q_009459,5210,10367,A,A,True
q_009460,2046,12654,A,A,True
q_009461,1321,4020,B,A,False
q_009462,5119,7781,A,A,True
q_009463,6755,11640,A,A,True
q_009464,1576,3617,A,A,True
q_009465,8306,4361,B,B,True
q_009466,8108,1320,B,B,True
q_009467,6296,3007,B,B,True
q_009468,5269,11241,B,A,False
q_009469,11553,4959,A,A,True
q_009470,4830,7804,B,B,True
q_009471,11993,9478,A,B,False
q_009472,12039,9605,A,B,False
q_009473,8663,8905,A,A,True
q_009474,2369,4205,A,B,False
q_009475,630,12273,B,B,True
q_009476,4411,12687,A,A,True
q_009477,1667,10752,B,B,True
q_009478,3714,11094,A,B,False
q_009479,8111,10383,B,B,True
q_009480,7482,9658,A,A,True
q_009481,2661,9220,A,B,False
q_009482,224,8112,A,A,True
q_009483,8210,2867,A,A,True
q_009485,11268,9900,A,B,False
q_009486,8064,4640,A,A,True
q_009487,7795,3633,B,B,True
q_009488,7005,9426,A,A,True
q_009489,910,957,B,A,False
q_009490,11675,2864,A,A,True
q_009491,7403,462,A,A,True
q_009492,6678,12000,A,A,True
q_009493,1307,5631,B,B,True
q_009494,7403,2968,B,A,False
q_009495,7842,12062,A,A,True
q_009496,5021,8804,A,A,True
q_009497,8217,11040,B,B,True
q_009499,1408,7060,B,A,False
q_009500,6941,11691,A,A,True
q_009501,2513,2499,B,B,True
q_009502,3156,7199,A,A,True
q_009503,6553,6732,A,B,False
q_009504,373,3978,A,A,True
q_009505,4352,4627,A,A,True
q_009506,2472,9757,B,B,True
q_009507,8582,6131,B,B,True
q_009508,5971,10351,B,B,True
q_009510,2696,3065,A,A,True
q_009511,6344,6923,A,A,True
q_009512,7138,6028,B,A,False
q_009513,3211,5275,A,B,False
q_009514,2153,8040,B,A,False
q_009515,12572,6680,A,A,True
q_009516,5149,11954,A,A,True
q_009517,829,5866,B,B,True
q_009518,11638,11453,A,B,False
q_009519,11843,10816,B,A,False
q_009520,4096,9463,B,A,False
q_009521,6374,11363,A,A,True
q_009522,5226,10960,B,A,False
q_009523,6401,9647,B,B,True
q_009524,1839,6114,B,B,True
q_009525,4061,11714,A,A,True
q_009526,7199,10531,B,B,True
q_009527,483,6446,B,B,True
q_009528,2052,9723,B,B,True
q_009529,5571,11757,B,A,False
q_009530,1338,8595,B,A,False
q_009531,12605,3462,B,B,True
q_009532,1120,6827,B,A,False
q_009533,1614,8371,B,B,True
q_009534,1081,9687,B,A,False
q_009535,7238,8712,A,A,True
q_009536,11893,9372,B,B,True
q_009537,2723,5402,B,B,True
q_009538,6968,7274,B,B,True
q_009539,1887,9014,B,B,True
q_009540,563,8791,B,A,False
q_009541,12682,8184,B,B,True
q_009542,7584,3300,A,A,True
q_009543,5049,11857,B,B,True
q_009544,8234,5001,B,B,True
q_009545,55,12486,B,B,True
q_009546,6819,213,A,A,True
q_009547,1828,5674,A,A,True
q_009548,4607,12068,B,B,True
q_009549,76,6250,B,B,True
q_009550,852,10022,B,B,True
q_009551,953,11382,B,B,True
q_009552,6212,3039,A,B,False
q_009553,8579,5472,B,B,True
q_009554,11689,5948,B,A,False
q_009555,5522,1041,A,B,False
q_009556,7743,9575,B,B,True
q_009557,6565,3502,A,B,False
q_009558,9797,9710,A,A,True
q_009559,490,8329,B,A,False
q_009560,7005,4570,A,A,True
q_009561,7771,3921,B,A,False
q_009562,1161,8288,A,B,False
q_009563,12677,10923,B,B,True
q_009564,8031,11729,A,B,False
q_009565,35,11642,B,B,True
q_009566,154,2791,A,A,True
q_009567,7438,2033,B,A,False
q_009568,5055,8436,A,A,True
q_009570,6128,12072,A,A,True
q_009571,7127,11029,B,A,False
q_009572,2068,6286,B,B,True
q_009573,4362,4051,A,B,False
q_009574,92,9038,A,A,True
q_009575,354,9525,B,B,True
q_009576,4450,8755,A,A,True
q_009577,1739,9448,A,B,False
q_009578,3047,1740,B,A,False
q_009579,3086,8698,B,B,True
q_009580,5771,5183,B,B,True
q_009581,8191,6240,B,B,True
q_009582,7541,10360,B,B,True
q_009583,213,7104,A,B,False
q_009584,466,9587,A,B,False
q_009585,3484,5474,A,B,False
q_009586,11832,9564,B,A,False
q_009587,12140,7501,A,B,False
q_009588,6380,10253,A,A,True
q_009589,4013,8832,B,B,True
q_009590,2963,11432,A,A,True
q_009591,2306,7271,B,B,True
q_009592,12697,7233,B,A,False
q_009593,2383,7084,B,A,False
q_009594,5674,3361,A,B,False
q_009595,6089,5541,B,A,False
q_009596,2144,8630,B,B,True
q_009597,5464,10707,A,A,True
q_009598,1903,7090,A,A,True
q_009599,6238,9631,A,B,False
q_009600,12124,7200,A,A,True
q_009601,5744,5551,A,A,True
q_009602,2004,9385,B,A,False
q_009603,2652,5578,B,B,True
q_009604,5495,11510,A,A,True
q_009605,586,2673,B,A,False
q_009606,4019,10601,B,B,True
q_009607,5878,9210,A,B,False
q_009608,6005,11293,A,A,True
q_009609,1689,10353,B,B,True
q_009610,12296,11369,A,A,True
q_009611,11546,9272,B,B,True
q_009612,1011,3760,A,A,True
q_009613,7940,5192,B,B,True
q_009614,7455,9275,A,A,True
q_009615,622,7557,A,A,True
q_009616,6674,5817,B,A,False
q_009617,8374,5543,A,A,True
q_009618,2606,5158,A,A,True
q_009619,7358,4594,B,B,True
q_009620,2272,7439,B,A,False
q_009621,6575,11813,A,A,True
q_009622,770,2616,B,B,True
q_009623,11893,8653,B,A,False
q_009624,10987,10370,B,A,False
q_009625,6451,10748,A,B,False
q_009626,606,4925,A,A,True
q_009627,7215,11952,A,A,True
q_009628,8383,4685,A,A,True
q_009629,5439,11679,A,A,True
q_009630,365,9414,A,A,True
q_009631,202,8257,A,B,False
q_009632,353,2814,B,B,True
q_009633,3003,11119,B,A,False
q_009634,6223,9166,B,A,False
q_009635,2034,6361,B,A,False
q_009636,12707,11106,B,A,False
q_009637,11488,6868,A,A,True
q_009638,6310,11475,A,B,False
q_009639,7018,8407,A,A,True
q_009640,7757,4550,B,A,False
q_009641,3853,9079,A,A,True
q_009642,5711,9509,A,A,True
q_009643,12679,3489,A,A,True
q_009644,11870,6013,B,A,False
q_009645,8449,8728,B,B,True
q_009646,4772,4578,B,B,True
q_009647,11542,8946,A,A,True
q_009648,11783,12462,B,B,True
q_009649,70,5226,A,A,True
q_009650,4299,3751,A,B,False
q_009651,7018,5110,A,B,False
q_009652,7343,10651,A,B,False
q_009653,2273,9054,B,B,True
q_009654,6526,12372,A,A,True
q_009655,174,5260,A,B,False
q_009656,2106,10694,A,A,True
q_009657,9997,9689,B,A,False
q_009658,9956,8810,A,B,False
q_009659,8278,11549,B,B,True
q_009660,2349,5603,A,A,True
q_009661,7543,3491,A,B,False
q_009662,1258,3914,B,A,False
q_009663,3803,8754,A,A,True
q_009664,515,6408,A,A,True
q_009665,1663,8670,B,B,True
q_009666,7722,5076,A,B,False
q_009667,9405,10470,B,B,True
q_009668,2239,7612,B,B,True
q_009669,4221,11006,B,B,True
q_009670,8594,6462,A,A,True
q_009671,6169,10502,A,B,False
q_009672,11253,12063,A,A,True
q_009673,937,6448,A,A,True
q_009674,1717,5115,A,B,False
q_009675,136,5109,B,A,False
q_009676,8230,10400,B,B,True
q_009678,5213,10446,B,B,True
q_009679,1982,11091,A,A,True
q_009680,195,5529,A,B,False
q_009681,3873,11168,B,A,False
q_009682,1370,5576,A,A,True
q_009683,5119,5400,A,A,True
q_009684,8218,9741,A,A,True
q_009685,3493,3810,A,B,False
q_009686,5980,8778,B,B,True
q_009687,8345,5452,A,A,True
q_009688,3464,11790,B,A,False
q_009689,5017,10346,A,A,True
q_009690,78,3636,A,A,True
q_009691,3830,2088,A,B,False
q_009692,7516,8523,A,B,False
q_009693,1752,3236,A,A,True
q_009694,1506,4987,A,B,False
q_009695,8335,1323,A,A,True
q_009696,5441,9839,A,A,True
q_009697,2035,1736,B,B,True
q_009698,4837,9502,B,B,True
q_009699,5170,9853,A,B,False
q_009700,441,541,A,B,False
q_009701,2563,9858,B,A,False
q_009702,4706,7860,A,B,False
q_009704,2261,941,A,B,False
q_009705,677,10236,A,A,True
q_009706,707,4058,A,B,False
q_009707,1593,7943,B,A,False
q_009708,10970,9502,B,B,True
q_009709,1102,10105,A,A,True
q_009710,1647,10169,B,B,True
q_009711,5000,12066,B,B,True
q_009712,17,6602,A,B,False
q_009713,3113,5884,B,B,True
q_009714,8734,10000,B,B,True
q_009715,8008,9707,A,A,True
q_009716,6449,7797,A,B,False
q_009717,295,303,B,B,True
q_009718,7010,9869,B,B,True
q_009719,3541,10363,B,B,True
q_009720,2884,10262,B,B,True
q_009721,6422,10219,A,A,True
q_009722,1573,8129,B,A,False
q_009723,11260,11283,B,A,False
q_009724,7961,3612,A,A,True
q_009725,1137,3449,A,A,True
q_009726,8221,11896,A,A,True
q_009727,1369,9850,A,A,True
q_009728,3287,10921,A,B,False
q_009729,8415,11089,A,B,False
q_009730,12301,11568,A,B,False
q_009731,1465,6039,A,A,True
q_009732,7624,3699,A,A,True
q_009733,3727,4985,A,B,False
q_009734,5063,3077,A,A,True
q_009735,3022,7284,A,B,False
q_009736,2605,5352,B,B,True
q_009737,745,5623,B,B,True
q_009738,11668,7752,A,B,False
q_009739,8073,8180,A,A,True
q_009740,8476,4438,A,B,False
q_009741,5507,12009,A,A,True
q_009742,6732,8946,B,A,False
q_009743,3107,8586,A,A,True
q_009744,2689,6622,B,B,True
q_009745,5902,8842,A,A,True
q_009746,3089,5521,A,B,False
q_009747,7427,12210,A,A,True
q_009748,6027,9001,A,A,True
q_009749,6598,8749,B,B,True
q_009750,3709,6869,A,A,True
q_009751,724,7044,B,A,False
q_009752,11888,10079,A,A,True
q_009753,8514,2819,B,B,True
q_009754,2927,7302,B,B,True
q_009755,759,8646,A,A,True
q_009756,4084,11903,B,A,False
q_009757,3903,4924,A,A,True
q_009758,217,11294,B,A,False
q_009759,4619,7824,B,A,False
q_009760,208,7602,B,B,True
q_009761,1903,2739,B,B,True
q_009762,11765,11352,A,B,False
q_009763,485,7584,B,B,True
q_009764,9557,9661,A,A,True
q_009765,7658,7852,A,A,True
q_009766,3887,4516,A,B,False
q_009767,3632,4323,A,B,False
q_009768,6034,8910,B,B,True
q_009769,6772,10925,B,B,True
q_009770,1622,11312,A,A,True
q_009771,3318,10742,B,A,False
q_009772,7500,10546,A,A,True
q_009773,1386,8722,B,B,True
q_009774,1375,160,B,A,False
q_009775,11381,8832,B,A,False
q_009777,1100,5004,A,A,True
q_009778,8140,3327,A,A,True
q_009779,12704,9991,A,B,False
q_009780,4101,10282,B,A,False
q_009781,1983,2859,B,B,True
q_009782,12600,11657,A,A,True
q_009783,4185,3564,B,A,False
q_009784,3730,6005,B,A,False
q_009785,4540,5618,A,A,True
q_009786,6648,8533,A,A,True
q_009787,2621,3414,A,A,True
q_009788,6897,8628,B,B,True
q_009789,956,8793,A,A,True
q_009790,1867,2548,A,B,False
q_009791,6110,9765,A,B,False
q_009792,729,4875,A,B,False
q_009793,2806,10084,B,A,False
q_009794,12544,9373,A,B,False
q_009795,12666,6434,A,B,False
q_009796,1748,7913,B,A,False
q_009797,11875,11293,A,B,False
q_009798,11334,9069,B,B,True
q_009799,5523,10068,B,B,True
q_009800,1719,9048,A,B,False
q_009801,1695,6338,A,A,True
q_009802,8038,6490,B,B,True
q_009803,135,3665,A,A,True
q_009804,1216,11313,A,A,True
q_009805,2286,6753,A,A,True
q_009806,11233,7156,A,A,True
q_009807,10934,11161,A,B,False
q_009808,1808,12382,B,B,True
q_009809,3404,9024,B,B,True
q_009810,4196,12575,A,B,False
q_009811,2528,7270,A,A,True
q_009812,2854,4324,A,B,False
q_009813,5578,11174,A,B,False
q_009814,12619,6513,B,B,True
q_009815,1546,11353,B,B,True
q_009816,3167,11601,A,B,False
q_009817,5739,8672,A,A,True
q_009818,5786,8352,A,A,True
q_009819,2753,9183,B,B,True
q_009820,3089,10153,B,B,True
q_009821,1532,5877,A,A,True
q_009822,2783,6991,A,B,False
q_009824,502,6011,A,B,False
q_009825,5602,4923,B,A,False
q_009826,777,11562,B,B,True
q_009827,11959,9763,A,B,False
q_009828,11440,11079,A,B,False
q_009829,4116,9586,A,B,False
q_009830,825,11863,A,A,True
q_009831,5486,10354,A,A,True
q_009832,710,4744,A,A,True
q_009833,3400,9515,A,B,False
q_009834,1514,10851,B,B,True
q_009835,1768,8487,A,B,False
q_009836,7451,6952,A,A,True
q_009837,17,11694,A,A,True
q_009838,1295,4114,A,B,False
q_009839,1439,5183,A,A,True
q_009840,1441,12579,B,B,True
q_009841,2092,4951,A,A,True
q_009842,8362,6839,B,B,True
q_009843,2045,8767,A,A,True
q_009844,3661,9255,A,B,False
q_009845,3504,10392,B,B,True
q_009846,4981,7270,A,B,False
q_009847,9364,11178,B,B,True
q_009848,6730,8400,B,A,False
q_009849,6028,9190,B,B,True
q_009850,2415,12436,A,A,True
